state,date,sex,age,abs,rate
Melaka,2019-01-01,female,40-44,225,77.1
Melaka,2019-01-01,female,45-49,131,37.5
Melaka,2019-01-01,female,50-54,79,16.9
Melaka,2019-01-01,female,55-59,52,10.1
Melaka,2019-01-01,female,60-64,31,5.1
Melaka,2019-01-01,female,65+,21,1.0
Melaka,2019-01-01,male,all,6826,27.5
Melaka,2019-01-01,male,< 20,77,0.5
Melaka,2019-01-01,male,20-24,1166,30.2
Melaka,2019-01-01,male,25-29,2976,106.0
Melaka,2019-01-01,male,30-34,1307,117.1
Melaka,2019-01-01,male,35-39,531,97.9
Melaka,2019-01-01,male,40-44,293,94.6
Melaka,2019-01-01,male,45-49,165,77.1
Melaka,2019-01-01,male,50-54,98,47.3
Melaka,2019-01-01,male,55-59,90,43.5
Melaka,2019-01-01,male,60-64,51,24.3
Melaka,2019-01-01,male,65+,72,9.9
Melaka,2020-01-01,female,all,6340,25.6
Melaka,2020-01-01,female,< 20,141,1.0
Melaka,2020-01-01,female,20-24,1802,56.0
Melaka,2020-01-01,female,25-29,2700,140.1
Melaka,2020-01-01,female,30-34,875,118.3
Melaka,2020-01-01,female,35-39,345,69.7
Melaka,2020-01-01,female,40-44,176,58.8
Melaka,2020-01-01,female,45-49,115,34.0
Melaka,2020-01-01,female,50-54,77,16.5
Melaka,2020-01-01,female,55-59,51,9.7
Melaka,2020-01-01,female,60-64,29,4.6
Melaka,2020-01-01,female,65+,29,1.3
Melaka,2020-01-01,male,all,6340,25.8
Melaka,2020-01-01,male,< 20,29,0.2
Melaka,2020-01-01,male,20-24,1144,31.1
Melaka,2020-01-01,male,25-29,2878,103.8
Melaka,2020-01-01,male,30-34,1170,101.0
Melaka,2020-01-01,male,35-39,470,85.2
Melaka,2020-01-01,male,40-44,241,76.1
Melaka,2020-01-01,male,45-49,105,49.3
Melaka,2020-01-01,male,50-54,98,47.8
Melaka,2020-01-01,male,55-59,74,35.5
Melaka,2020-01-01,male,60-64,50,23.1
Melaka,2020-01-01,male,65+,81,10.6
Melaka,2021-01-01,female,all,7413,27.9
Melaka,2021-01-01,female,< 20,156,1.0
Melaka,2021-01-01,female,20-24,2168,62.7
Melaka,2021-01-01,female,25-29,3189,154.1
Melaka,2021-01-01,female,30-34,974,122.6
Melaka,2021-01-01,female,35-39,444,83.5
Melaka,2021-01-01,female,40-44,196,61.0
Melaka,2021-01-01,female,45-49,142,39.1
Melaka,2021-01-01,female,50-54,65,13.0
Melaka,2021-01-01,female,55-59,38,6.7
Melaka,2021-01-01,female,60-64,24,3.6
Melaka,2021-01-01,female,65+,17,0.7
Melaka,2021-01-01,male,all,7287,25.0
Melaka,2021-01-01,male,< 20,39,0.2
Melaka,2021-01-01,male,20-24,1465,33.6
Melaka,2021-01-01,male,25-29,3318,100.9
Melaka,2021-01-01,male,30-34,1319,96.0
Melaka,2021-01-01,male,35-39,527,80.5
Melaka,2021-01-01,male,40-44,223,59.4
Melaka,2021-01-01,male,45-49,137,54.2
Melaka,2021-01-01,male,50-54,83,34.1
Melaka,2021-01-01,male,55-59,60,24.3
Melaka,2021-01-01,male,60-64,49,19.1
Melaka,2021-01-01,male,65+,67,7.4
Melaka,2022-01-01,female,all,6920,26.1
Melaka,2022-01-01,female,< 20,142,1.0
Melaka,2022-01-01,female,20-24,1684,48.8
Melaka,2022-01-01,female,25-29,2926,141.6
Melaka,2022-01-01,female,30-34,1089,137.3
Melaka,2022-01-01,female,35-39,483,91.0
Melaka,2022-01-01,female,40-44,244,76.1
Melaka,2022-01-01,female,45-49,146,40.3
Melaka,2022-01-01,female,50-54,82,16.4
Melaka,2022-01-01,female,55-59,69,12.2
Melaka,2022-01-01,female,60-64,30,4.5
Melaka,2022-01-01,female,65+,25,1.0
Melaka,2022-01-01,male,all,6912,23.7
Melaka,2022-01-01,male,< 20,45,0.3
Melaka,2022-01-01,male,20-24,1175,27.0
Melaka,2022-01-01,male,25-29,2966,90.4
Melaka,2022-01-01,male,30-34,1345,98.0
Melaka,2022-01-01,male,35-39,584,89.4
Melaka,2022-01-01,male,40-44,264,70.4
Melaka,2022-01-01,male,45-49,188,74.5
Melaka,2022-01-01,male,50-54,128,52.7
Melaka,2022-01-01,male,55-59,80,32.4
Melaka,2022-01-01,male,60-64,64,25.0
Melaka,2022-01-01,male,65+,73,8.1
Negeri Sembilan,2017-01-01,female,all,8752,30.02
Negeri Sembilan,2017-01-01,female,< 20,329,1.9
Negeri Sembilan,2017-01-01,female,20-24,2384,65.01
Negeri Sembilan,2017-01-01,female,25-29,3634,188.09
Negeri Sembilan,2017-01-01,female,30-34,1232,157.65
Negeri Sembilan,2017-01-01,female,35-39,533,113.89
Negeri Sembilan,2017-01-01,female,40-44,267,67.31
Negeri Sembilan,2017-01-01,female,45-49,149,35.75
Negeri Sembilan,2017-01-01,female,50-54,109,20.5
Negeri Sembilan,2017-01-01,female,55-59,72,11.42
Negeri Sembilan,2017-01-01,female,60-64,28,3.71
Negeri Sembilan,2017-01-01,female,65+,15,0.65
Negeri Sembilan,2017-01-01,male,all,9022,28.52
Negeri Sembilan,2017-01-01,male,< 20,119,0.62
Negeri Sembilan,2017-01-01,male,20-24,1421,29.07
Negeri Sembilan,2017-01-01,male,25-29,3900,114.56
Negeri Sembilan,2017-01-01,male,30-34,1909,137.35
Negeri Sembilan,2017-01-01,male,35-39,739,108.66
Negeri Sembilan,2017-01-01,male,40-44,323,79.75
Negeri Sembilan,2017-01-01,male,45-49,188,64.78
Negeri Sembilan,2017-01-01,male,50-54,146,56.26
Negeri Sembilan,2017-01-01,male,55-59,111,47.11
Negeri Sembilan,2017-01-01,male,60-64,70,27.13
Negeri Sembilan,2017-01-01,male,65+,96,12.28
Negeri Sembilan,2018-01-01,female,all,8609,29.4
Negeri Sembilan,2018-01-01,female,< 20,296,1.7
Negeri Sembilan,2018-01-01,female,20-24,2208,60.7
Negeri Sembilan,2018-01-01,female,25-29,3579,181.2
Negeri Sembilan,2018-01-01,female,30-34,1325,165.2
Negeri Sembilan,2018-01-01,female,35-39,525,110.0
Negeri Sembilan,2018-01-01,female,40-44,259,65.1
Negeri Sembilan,2018-01-01,female,45-49,179,43.0
Negeri Sembilan,2018-01-01,female,50-54,115,21.7
Negeri Sembilan,2018-01-01,female,55-59,74,11.8
Negeri Sembilan,2018-01-01,female,60-64,32,4.1
Negeri Sembilan,2018-01-01,female,65+,17,0.7
Negeri Sembilan,2018-01-01,male,all,8807,27.9
Negeri Sembilan,2018-01-01,male,< 20,90,0.5
Negeri Sembilan,2018-01-01,male,20-24,1468,30.4
Negeri Sembilan,2018-01-01,male,25-29,3784,109.6
Negeri Sembilan,2018-01-01,male,30-34,1797,122.8
Negeri Sembilan,2018-01-01,male,35-39,699,101.6
Negeri Sembilan,2018-01-01,male,40-44,361,88.2
Negeri Sembilan,2018-01-01,male,45-49,167,57.1
Negeri Sembilan,2018-01-01,male,50-54,130,50.8
Negeri Sembilan,2018-01-01,male,55-59,106,45.0
Negeri Sembilan,2018-01-01,male,60-64,96,36.9
Negeri Sembilan,2018-01-01,male,65+,109,13.3
Negeri Sembilan,2019-01-01,female,all,8506,29.0
Negeri Sembilan,2019-01-01,female,< 20,266,1.6
Negeri Sembilan,2019-01-01,female,20-24,2031,56.8
Negeri Sembilan,2019-01-01,female,25-29,3634,181.7
Negeri Sembilan,2019-01-01,female,30-34,1282,157.5
Negeri Sembilan,2019-01-01,female,35-39,603,122.6
Negeri Sembilan,2019-01-01,female,40-44,289,73.0
Negeri Sembilan,2019-01-01,female,45-49,168,40.3
Negeri Sembilan,2019-01-01,female,50-54,116,22.1
Negeri Sembilan,2019-01-01,female,55-59,65,10.3
Negeri Sembilan,2019-01-01,female,60-64,34,4.2
Negeri Sembilan,2019-01-01,female,65+,18,0.7
Negeri Sembilan,2019-01-01,male,all,8689,27.7
Negeri Sembilan,2019-01-01,male,< 20,76,0.4
Negeri Sembilan,2019-01-01,male,20-24,1291,27.3
Negeri Sembilan,2019-01-01,male,25-29,3728,108.7
Negeri Sembilan,2019-01-01,male,30-34,1823,120.3
Negeri Sembilan,2019-01-01,male,35-39,766,110.2
Negeri Sembilan,2019-01-01,male,40-44,365,89.0
Negeri Sembilan,2019-01-01,male,45-49,179,61.0
Negeri Sembilan,2019-01-01,male,50-54,148,58.8
Negeri Sembilan,2019-01-01,male,55-59,135,57.8
Negeri Sembilan,2019-01-01,male,60-64,79,30.5
Negeri Sembilan,2019-01-01,male,65+,99,11.5
Negeri Sembilan,2020-01-01,female,all,7994,27.3
Negeri Sembilan,2020-01-01,female,< 20,226,1.3
Negeri Sembilan,2020-01-01,female,20-24,1940,55.2
Negeri Sembilan,2020-01-01,female,25-29,3424,170.4
Negeri Sembilan,2020-01-01,female,30-34,1192,145.1
Negeri Sembilan,2020-01-01,female,35-39,544,106.6
Negeri Sembilan,2020-01-01,female,40-44,246,62.5
Negeri Sembilan,2020-01-01,female,45-49,165,39.5
Negeri Sembilan,2020-01-01,female,50-54,133,25.7
Negeri Sembilan,2020-01-01,female,55-59,68,10.7
Negeri Sembilan,2020-01-01,female,60-64,34,4.1
Negeri Sembilan,2020-01-01,female,65+,22,0.8
Negeri Sembilan,2020-01-01,male,all,8246,26.6
Negeri Sembilan,2020-01-01,male,< 20,66,0.4
Negeri Sembilan,2020-01-01,male,20-24,1365,29.6
Negeri Sembilan,2020-01-01,male,25-29,3589,106.7
Negeri Sembilan,2020-01-01,male,30-34,1604,103.4
Negeri Sembilan,2020-01-01,male,35-39,694,97.9
Negeri Sembilan,2020-01-01,male,40-44,323,78.8
Negeri Sembilan,2020-01-01,male,45-49,177,60.2
Negeri Sembilan,2020-01-01,male,50-54,117,46.8
Negeri Sembilan,2020-01-01,male,55-59,118,51.1
Negeri Sembilan,2020-01-01,male,60-64,84,32.2
Negeri Sembilan,2020-01-01,male,65+,109,12.0
Negeri Sembilan,2021-01-01,female,all,9285,27.7
Negeri Sembilan,2021-01-01,female,< 20,215,1.1
Negeri Sembilan,2021-01-01,female,20-24,2261,45.3
Negeri Sembilan,2021-01-01,female,25-29,4154,113.9
Negeri Sembilan,2021-01-01,female,30-34,1312,78.0
Negeri Sembilan,2021-01-01,female,35-39,606,78.8
Negeri Sembilan,2021-01-01,female,40-44,314,70.6
Negeri Sembilan,2021-01-01,female,45-49,179,56.1
Negeri Sembilan,2021-01-01,female,50-54,100,36.9
Negeri Sembilan,2021-01-01,female,55-59,67,26.8
Negeri Sembilan,2021-01-01,female,60-64,50,17.7
Negeri Sembilan,2021-01-01,female,65+,27,2.8
Negeri Sembilan,2021-01-01,male,all,9370,26.6
Negeri Sembilan,2021-01-01,male,< 20,60,0.3
Negeri Sembilan,2021-01-01,male,20-24,1528,29.1
Negeri Sembilan,2021-01-01,male,25-29,4243,110.8
Negeri Sembilan,2021-01-01,male,30-34,1846,104.4
Negeri Sembilan,2021-01-01,male,35-39,781,96.7
Negeri Sembilan,2021-01-01,male,40-44,348,74.5
Negeri Sembilan,2021-01-01,male,45-49,172,51.3
Negeri Sembilan,2021-01-01,male,50-54,136,47.8
Negeri Sembilan,2021-01-01,male,55-59,89,33.9
Negeri Sembilan,2021-01-01,male,60-64,78,26.3
Negeri Sembilan,2021-01-01,male,65+,89,8.6
Negeri Sembilan,2022-01-01,female,all,8843,26.3
Negeri Sembilan,2022-01-01,female,< 20,192,1.0
Negeri Sembilan,2022-01-01,female,20-24,1865,37.4
Negeri Sembilan,2022-01-01,female,25-29,3795,104.2
Negeri Sembilan,2022-01-01,female,30-34,1443,85.9
Negeri Sembilan,2022-01-01,female,35-39,667,86.8
Negeri Sembilan,2022-01-01,female,40-44,346,77.9
Negeri Sembilan,2022-01-01,female,45-49,227,71.2
Negeri Sembilan,2022-01-01,female,50-54,135,49.9
Negeri Sembilan,2022-01-01,female,55-59,85,34.0
Negeri Sembilan,2022-01-01,female,60-64,61,21.6
Negeri Sembilan,2022-01-01,female,65+,27,2.8
Negeri Sembilan,2022-01-01,male,all,8915,25.4
Negeri Sembilan,2022-01-01,male,< 20,47,0.2
Negeri Sembilan,2022-01-01,male,20-24,1284,24.6
Negeri Sembilan,2022-01-01,male,25-29,3736,97.8
Negeri Sembilan,2022-01-01,male,30-34,1875,106.4
Negeri Sembilan,2022-01-01,male,35-39,832,103.4
Negeri Sembilan,2022-01-01,male,40-44,413,88.7
Negeri Sembilan,2022-01-01,male,45-49,225,67.3
Negeri Sembilan,2022-01-01,male,50-54,141,49.7
Negeri Sembilan,2022-01-01,male,55-59,145,55.3
Negeri Sembilan,2022-01-01,male,60-64,107,36.1
Negeri Sembilan,2022-01-01,male,65+,110,10.7
Pahang,2017-01-01,female,all,12821,30.85
Pahang,2017-01-01,female,< 20,798,2.93
Pahang,2017-01-01,female,20-24,3842,79.72
Pahang,2017-01-01,female,25-29,5064,252.47
Pahang,2017-01-01,female,30-34,1598,166.84
Pahang,2017-01-01,female,35-39,674,116.33
Pahang,2017-01-01,female,40-44,339,76.84
Pahang,2017-01-01,female,45-49,223,50.16
Pahang,2017-01-01,female,50-54,154,26.12
Pahang,2017-01-01,female,55-59,54,7.41
Pahang,2017-01-01,female,60-64,43,5.2
Pahang,2017-01-01,female,65+,32,1.09
Pahang,2017-01-01,male,all,12365,25.93
Pahang,2017-01-01,male,< 20,230,0.77
Pahang,2017-01-01,male,20-24,2323,33.75
Pahang,2017-01-01,male,25-29,5362,125.74
Pahang,2017-01-01,male,30-34,2257,103.4
Pahang,2017-01-01,male,35-39,884,71.3
Pahang,2017-01-01,male,40-44,417,70.92
Pahang,2017-01-01,male,45-49,253,68.14
Pahang,2017-01-01,male,50-54,206,61.71
Pahang,2017-01-01,male,55-59,142,49.6
Pahang,2017-01-01,male,60-64,110,36.42
Pahang,2017-01-01,male,65+,181,14.57
Pahang,2018-01-01,female,all,12439,29.8
Pahang,2018-01-01,female,< 20,831,3.1
Pahang,2018-01-01,female,20-24,3612,75.0
Pahang,2018-01-01,female,25-29,4721,224.2
Pahang,2018-01-01,female,30-34,1611,168.8
Pahang,2018-01-01,female,35-39,689,109.3
Pahang,2018-01-01,female,40-44,394,90.9
Pahang,2018-01-01,female,45-49,248,55.8
Pahang,2018-01-01,female,50-54,168,28.7
Pahang,2018-01-01,female,55-59,74,9.9
Pahang,2018-01-01,female,60-64,52,6.0
Pahang,2018-01-01,female,65+,39,1.3
Pahang,2018-01-01,male,all,12290,25.7
Pahang,2018-01-01,male,< 20,277,0.9
Pahang,2018-01-01,male,20-24,2347,34.6
Pahang,2018-01-01,male,25-29,5098,114.1
Pahang,2018-01-01,male,30-34,2281,106.4
Pahang,2018-01-01,male,35-39,881,66.4
Pahang,2018-01-01,male,40-44,459,77.1
Pahang,2018-01-01,male,45-49,274,73.5
Pahang,2018-01-01,male,50-54,189,56.7
Pahang,2018-01-01,male,55-59,162,56.1
Pahang,2018-01-01,male,60-64,129,41.3
Pahang,2018-01-01,male,65+,193,14.8
Pahang,2019-01-01,female,all,11817,28.3
Pahang,2019-01-01,female,< 20,687,2.6
Pahang,2019-01-01,female,20-24,3277,68.5
Pahang,2019-01-01,female,25-29,4578,210.4
Pahang,2019-01-01,female,30-34,1496,155.5
Pahang,2019-01-01,female,35-39,765,114.1
Pahang,2019-01-01,female,40-44,389,89.6
Pahang,2019-01-01,female,45-49,236,53.7
Pahang,2019-01-01,female,50-54,200,34.6
Pahang,2019-01-01,female,55-59,108,14.3
Pahang,2019-01-01,female,60-64,44,4.9
Pahang,2019-01-01,female,65+,37,1.1
Pahang,2019-01-01,male,all,11867,25.0
Pahang,2019-01-01,male,< 20,238,0.8
Pahang,2019-01-01,male,20-24,2191,33.3
Pahang,2019-01-01,male,25-29,4907,107.9
Pahang,2019-01-01,male,30-34,2131,101.9
Pahang,2019-01-01,male,35-39,951,69.1
Pahang,2019-01-01,male,40-44,470,77.4
Pahang,2019-01-01,male,45-49,274,73.6
Pahang,2019-01-01,male,50-54,219,66.0
Pahang,2019-01-01,male,55-59,171,59.3
Pahang,2019-01-01,male,60-64,119,37.2
Pahang,2019-01-01,male,65+,196,14.4
Pahang,2020-01-01,female,all,10552,25.3
Pahang,2020-01-01,female,< 20,555,2.1
Pahang,2020-01-01,female,20-24,3050,64.3
Pahang,2020-01-01,female,25-29,4132,186.7
Pahang,2020-01-01,female,30-34,1301,131.6
Pahang,2020-01-01,female,35-39,612,87.7
Pahang,2020-01-01,female,40-44,348,77.6
Pahang,2020-01-01,female,45-49,232,53.6
Pahang,2020-01-01,female,50-54,135,23.6
Pahang,2020-01-01,female,55-59,95,12.5
Pahang,2020-01-01,female,60-64,48,5.1
Pahang,2020-01-01,female,65+,44,1.3
Pahang,2020-01-01,male,all,10702,22.8
Pahang,2020-01-01,male,< 20,165,0.6
Pahang,2020-01-01,male,20-24,1992,31.1
Pahang,2020-01-01,male,25-29,4545,99.8
Pahang,2020-01-01,male,30-34,1928,92.8
Pahang,2020-01-01,male,35-39,823,59.1
Pahang,2020-01-01,male,40-44,423,67.1
Pahang,2020-01-01,male,45-49,238,64.0
Pahang,2020-01-01,male,50-54,168,51.0
Pahang,2020-01-01,male,55-59,130,44.9
Pahang,2020-01-01,male,60-64,106,32.5
Pahang,2020-01-01,male,65+,184,12.9
Pahang,2021-01-01,female,all,10963,26.1
Pahang,2021-01-01,female,< 20,436,1.6
Pahang,2021-01-01,female,20-24,3251,67.9
Pahang,2021-01-01,female,25-29,4476,200.5
Pahang,2021-01-01,female,30-34,1372,137.6
Pahang,2021-01-01,female,35-39,611,86.8
Pahang,2021-01-01,female,40-44,319,70.5
Pahang,2021-01-01,female,45-49,219,50.1
Pahang,2021-01-01,female,50-54,136,23.6
Pahang,2021-01-01,female,55-59,67,8.7
Pahang,2021-01-01,female,60-64,47,5.0
Pahang,2021-01-01,female,65+,29,0.8
Pahang,2021-01-01,male,all,10744,22.1
Pahang,2021-01-01,male,< 20,116,0.4
Pahang,2021-01-01,male,20-24,2097,31.6
Pahang,2021-01-01,male,25-29,4644,98.4
Pahang,2021-01-01,male,30-34,1986,92.2
Pahang,2021-01-01,male,35-39,800,55.4
Pahang,2021-01-01,male,40-44,364,55.7
Pahang,2021-01-01,male,45-49,237,61.4
Pahang,2021-01-01,male,50-54,145,42.5
Pahang,2021-01-01,male,55-59,120,40.0
Pahang,2021-01-01,male,60-64,95,28.1
Pahang,2021-01-01,male,65+,140,9.5
Pahang,2022-01-01,female,all,10916,25.8
Pahang,2022-01-01,female,< 20,425,1.6
Pahang,2022-01-01,female,20-24,2894,60.2
Pahang,2022-01-01,female,25-29,4095,182.6
Pahang,2022-01-01,female,30-34,1541,153.9
Pahang,2022-01-01,female,35-39,777,109.9
Pahang,2022-01-01,female,40-44,470,103.5
Pahang,2022-01-01,female,45-49,287,65.4
Pahang,2022-01-01,female,50-54,190,32.8
Pahang,2022-01-01,female,55-59,112,14.5
Pahang,2022-01-01,female,60-64,77,8.2
Pahang,2022-01-01,female,65+,48,1.4
Pahang,2022-01-01,male,all,10369,21.3
Pahang,2022-01-01,male,< 20,106,0.3
Pahang,2022-01-01,male,20-24,1823,27.4
Pahang,2022-01-01,male,25-29,4023,85.1
Pahang,2022-01-01,male,30-34,1976,91.6
Pahang,2022-01-01,male,35-39,967,66.8
Pahang,2022-01-01,male,40-44,477,72.8
Pahang,2022-01-01,male,45-49,300,77.7
Pahang,2022-01-01,male,50-54,205,59.9
Pahang,2022-01-01,male,55-59,170,56.6
Pahang,2022-01-01,male,60-64,109,32.1
Pahang,2022-01-01,male,65+,213,14.4
Perak,2017-01-01,female,all,18726,28.67
Perak,2017-01-01,female,< 20,727,1.89
Perak,2017-01-01,female,20-24,5066,63.86
Perak,2017-01-01,female,25-29,7698,189.76
Perak,2017-01-01,female,30-34,2793,186.41
Perak,2017-01-01,female,35-39,1039,112.79
Perak,2017-01-01,female,40-44,541,72.95
Perak,2017-01-01,female,45-49,402,43.94
Perak,2017-01-01,female,50-54,218,17.59
Perak,2017-01-01,female,55-59,142,10.27
Perak,2017-01-01,female,60-64,56,3.23
Perak,2017-01-01,female,65+,44,0.69
Perak,2017-01-01,male,all,17611,26.88
Perak,2017-01-01,male,< 20,202,0.51
Perak,2017-01-01,male,20-24,2890,31.54
Perak,2017-01-01,male,25-29,7227,106.32
Perak,2017-01-01,male,30-34,3718,130.6
Perak,2017-01-01,male,35-39,1496,105.0
Perak,2017-01-01,male,40-44,736,79.0
Perak,2017-01-01,male,45-49,430,61.99
Perak,2017-01-01,male,50-54,306,44.46
Perak,2017-01-01,male,55-59,227,36.39
Perak,2017-01-01,male,60-64,169,26.17
Perak,2017-01-01,male,65+,210,9.46
Perak,2018-01-01,female,all,18619,28.6
Perak,2018-01-01,female,< 20,716,1.9
Perak,2018-01-01,female,20-24,4913,62.0
Perak,2018-01-01,female,25-29,7526,175.8
Perak,2018-01-01,female,30-34,2849,184.2
Perak,2018-01-01,female,35-39,1164,124.3
Perak,2018-01-01,female,40-44,552,74.9
Perak,2018-01-01,female,45-49,391,44.2
Perak,2018-01-01,female,50-54,249,20.1
Perak,2018-01-01,female,55-59,142,10.2
Perak,2018-01-01,female,60-64,73,4.1
Perak,2018-01-01,female,65+,44,0.7
Perak,2018-01-01,male,all,17616,27.1
Perak,2018-01-01,male,< 20,169,0.4
Perak,2018-01-01,male,20-24,3053,33.2
Perak,2018-01-01,male,25-29,6959,101.3
Perak,2018-01-01,male,30-34,3881,127.0
Perak,2018-01-01,male,35-39,1537,107.7
Perak,2018-01-01,male,40-44,723,77.9
Perak,2018-01-01,male,45-49,431,63.5
Perak,2018-01-01,male,50-54,281,41.8
Perak,2018-01-01,male,55-59,229,36.6
Perak,2018-01-01,male,60-64,149,22.6
Perak,2018-01-01,male,65+,204,8.8
Perak,2019-01-01,female,all,18775,29.0
Perak,2019-01-01,female,< 20,747,2.0
Perak,2019-01-01,female,20-24,4587,58.4
Perak,2019-01-01,female,25-29,7755,173.2
Perak,2019-01-01,female,30-34,2816,176.4
Perak,2019-01-01,female,35-39,1232,128.8
Perak,2019-01-01,female,40-44,650,88.4
Perak,2019-01-01,female,45-49,401,46.8
Perak,2019-01-01,female,50-54,285,23.1
Perak,2019-01-01,female,55-59,153,11.0
Perak,2019-01-01,female,60-64,94,5.2
Perak,2019-01-01,female,65+,55,0.8
Perak,2019-01-01,male,all,17629,27.3
Perak,2019-01-01,male,< 20,214,0.6
Perak,2019-01-01,male,20-24,2803,30.6
Perak,2019-01-01,male,25-29,7067,102.4
Perak,2019-01-01,male,30-34,3694,114.0
Perak,2019-01-01,male,35-39,1648,113.3
Perak,2019-01-01,male,40-44,790,85.1
Perak,2019-01-01,male,45-49,448,66.9
Perak,2019-01-01,male,50-54,319,48.6
Perak,2019-01-01,male,55-59,282,45.1
Perak,2019-01-01,male,60-64,169,25.1
Perak,2019-01-01,male,65+,195,8.1
Perak,2020-01-01,female,all,17442,27.1
Perak,2020-01-01,female,< 20,636,1.8
Perak,2020-01-01,female,20-24,4587,59.2
Perak,2020-01-01,female,25-29,7129,154.6
Perak,2020-01-01,female,30-34,2516,152.3
Perak,2020-01-01,female,35-39,1106,112.7
Perak,2020-01-01,female,40-44,583,79.4
Perak,2020-01-01,female,45-49,336,40.4
Perak,2020-01-01,female,50-54,248,20.4
